sample_index,source_file,source_name,frame_index,phase,natoms,energy_eV,energy_eV_atom,volume_A3,volume_A3_atom,temperature_K,pressure_GPa,time_ps,split
1706,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,110,fcc,128,-573088.7062134017,-4477.255517292201,907.9239574165352,7.093155917316682,4336.0146484375,268.8240051269531,0.11100000143051147,test
1707,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,111,fcc,128,-573089.5013284684,-4477.26172912866,907.9239574165352,7.093155917316682,4337.85400390625,268.6929931640625,0.1120000034570694,train
1708,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,112,fcc,128,-573090.4849521806,-4477.269413688911,907.9239574165352,7.093155917316682,4260.55029296875,268.2840270996094,0.11299999803304672,train
1709,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,113,fcc,128,-573091.6655093194,-4477.278636791558,907.9239574165352,7.093155917316682,4301.13525390625,267.8620300292969,0.11400000005960464,train
1710,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,114,fcc,128,-573092.9667067775,-4477.288802396699,907.9239574165352,7.093155917316682,4425.2197265625,267.4540100097656,0.11500000208616257,train
1711,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,115,fcc,128,-573094.3502441208,-4477.299611282194,907.9239574165352,7.093155917316682,4647.630859375,267.32000732421875,0.11599999666213989,test
1712,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,116,fcc,128,-573095.7001575789,-4477.310157481085,907.9239574165352,7.093155917316682,4762.58837890625,266.26202392578125,0.11699999868869781,test
1713,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,117,fcc,128,-573096.9931908048,-4477.320259303163,907.9239574165352,7.093155917316682,4899.154296875,265.3909912109375,0.11800000071525574,train
1714,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,118,fcc,128,-573098.1477103207,-4477.32927898688,907.9239574165352,7.093155917316682,4907.61328125,265.8620300292969,0.11900000274181366,train
1715,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,119,fcc,128,-573099.1809046065,-4477.337350817238,907.9239574165352,7.093155917316682,4880.8623046875,265.0989990234375,0.11999999731779099,train
1716,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,120,fcc,128,-573100.0497527333,-4477.344138693229,907.9239574165352,7.093155917316682,5062.6259765625,264.7720031738281,0.12099999934434891,train
1717,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,121,fcc,128,-573100.753924763,-4477.3496400372105,907.9239574165352,7.093155917316682,5201.169921875,264.9460144042969,0.12200000137090683,train
1718,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,122,fcc,128,-573101.2655243988,-4477.353636909365,907.9239574165352,7.093155917316682,5025.50048828125,263.3970031738281,0.12300000339746475,train
1719,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,123,fcc,128,-573101.6662104252,-4477.356767268947,907.9239574165352,7.093155917316682,4905.296875,263.1100158691406,0.12399999797344208,train
1720,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,124,fcc,128,-573101.9687234852,-4477.3591306522285,907.9239574165352,7.093155917316682,4821.7294921875,263.697998046875,0.125,val
1721,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,125,fcc,128,-573102.2395298383,-4477.361246326862,907.9239574165352,7.093155917316682,4804.109375,263.93701171875,0.12600000202655792,train
1722,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,126,fcc,128,-573102.4559539643,-4477.362937140346,907.9239574165352,7.093155917316682,4775.63427734375,263.4389953613281,0.12700000405311584,train
1723,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,127,fcc,128,-573102.6645865181,-4477.3645670821725,907.9239574165352,7.093155917316682,4770.84423828125,263.1549987792969,0.12800000607967377,train
1724,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,128,fcc,128,-573102.8259987456,-4477.3658281152,907.9239574165352,7.093155917316682,4903.64990234375,263.4800109863281,0.1289999932050705,train
1725,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,129,fcc,128,-573102.9772558198,-4477.367009811092,907.9239574165352,7.093155917316682,4866.24853515625,263.4850158691406,0.12999999523162842,train
1726,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,130,fcc,128,-573103.0618647266,-4477.3676708181765,907.9239574165352,7.093155917316682,4988.0712890625,263.2590026855469,0.13099999725818634,test
1727,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,131,fcc,128,-573103.1094235627,-4477.368042371583,907.9239574165352,7.093155917316682,4961.69189453125,263.0429992675781,0.13199999928474426,val
1728,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,132,fcc,128,-573103.0964106696,-4477.367940708356,907.9239574165352,7.093155917316682,4912.9765625,263.3659973144531,0.13300000131130219,train
1729,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,133,fcc,128,-573103.0351894049,-4477.367462417225,907.9239574165352,7.093155917316682,4963.134765625,263.5989990234375,0.1340000033378601,train
1730,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,134,fcc,128,-573102.8640169975,-4477.366125132793,907.9239574165352,7.093155917316682,5097.88623046875,263.2840270996094,0.13500000536441803,test
1731,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,135,fcc,128,-573102.5953070096,-4477.364025836013,907.9239574165352,7.093155917316682,5083.046875,263.114990234375,0.13600000739097595,train
1732,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,136,fcc,128,-573102.1924310109,-4477.360878367273,907.9239574165352,7.093155917316682,5052.8271484375,263.7610168457031,0.13699999451637268,train
1733,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,137,fcc,128,-573101.7188229597,-4477.357178304373,907.9239574165352,7.093155917316682,4895.21337890625,263.8789978027344,0.1379999965429306,train
1734,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,138,fcc,128,-573101.160226131,-4477.352814266648,907.9239574165352,7.093155917316682,4818.53759765625,264.5679931640625,0.13899999856948853,train
1735,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,139,fcc,128,-573100.5942423632,-4477.348392518463,907.9239574165352,7.093155917316682,4645.52490234375,264.8219909667969,0.14000000059604645,train
1736,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,140,fcc,128,-573099.9725540312,-4477.343535578369,907.9239574165352,7.093155917316682,4790.3486328125,264.4620056152344,0.14100000262260437,train
1737,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,141,fcc,128,-573099.356787713,-4477.338724904008,907.9239574165352,7.093155917316682,4772.9541015625,264.99200439453125,0.1420000046491623,train
1738,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,142,fcc,128,-573098.7348879484,-4477.333866312097,907.9239574165352,7.093155917316682,4787.6328125,264.4519958496094,0.14300000667572021,val
1739,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,143,fcc,128,-573098.1920965811,-4477.32962575454,907.9239574165352,7.093155917316682,4698.0400390625,265.2749938964844,0.14399999380111694,train
1740,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,144,fcc,128,-573097.6928604385,-4477.325725472176,907.9239574165352,7.093155917316682,4824.49658203125,265.0899963378906,0.14499999582767487,train
1741,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,145,fcc,128,-573097.2871511902,-4477.322555868674,907.9239574165352,7.093155917316682,4886.44775390625,265.4590148925781,0.1459999978542328,train
1742,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,146,fcc,128,-573096.9533872139,-4477.319948337608,907.9239574165352,7.093155917316682,4900.45556640625,265.19500732421875,0.1469999998807907,train
1743,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,147,fcc,128,-573096.7573178849,-4477.318416545976,907.9239574165352,7.093155917316682,4740.75830078125,265.65301513671875,0.14800000190734863,train
1744,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,148,fcc,128,-573096.6725194509,-4477.31775405821,907.9239574165352,7.093155917316682,4711.5830078125,265.5270080566406,0.14900000393390656,train
1745,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,149,fcc,128,-573096.7136195282,-4477.318075152564,907.9239574165352,7.093155917316682,4715.33935546875,265.5450134277344,0.15000000596046448,train
1746,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,150,fcc,128,-573096.8130268031,-4477.318851771899,907.9239574165352,7.093155917316682,4777.40478515625,265.8699951171875,0.1509999930858612,train
1747,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,151,fcc,128,-573096.9914590722,-4477.320245774002,907.9239574165352,7.093155917316682,4631.81689453125,265.4939880371094,0.15199999511241913,train
1748,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,152,fcc,128,-573097.2284687478,-4477.322097412092,907.9239574165352,7.093155917316682,4460.11865234375,265.6029968261719,0.15299999713897705,train
1749,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,153,fcc,128,-573097.5352988943,-4477.3244945226115,907.9239574165352,7.093155917316682,4499.97900390625,265.69500732421875,0.15399999916553497,train
1750,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,154,fcc,128,-573097.8266350136,-4477.3267705860435,907.9239574165352,7.093155917316682,4606.6904296875,265.1620178222656,0.1550000011920929,train
1751,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,155,fcc,128,-573098.0873509765,-4477.328807429504,907.9239574165352,7.093155917316682,4581.48388671875,264.8890075683594,0.15600000321865082,train
1752,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,156,fcc,128,-573098.2428871774,-4477.330022556073,907.9239574165352,7.093155917316682,4717.22021484375,265.3429870605469,0.15700000524520874,train
1753,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,157,fcc,128,-573098.3048834223,-4477.330506901737,907.9239574165352,7.093155917316682,4614.087890625,265.70001220703125,0.15800000727176666,train
1754,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,158,fcc,128,-573098.2037833271,-4477.329717057243,907.9239574165352,7.093155917316682,4670.5205078125,265.14599609375,0.1589999943971634,val
1755,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,159,fcc,128,-573097.9544889354,-4477.327769444808,907.9239574165352,7.093155917316682,4616.064453125,265.9490051269531,0.1599999964237213,train
1756,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,160,fcc,128,-573097.5159041149,-4477.324343000898,907.9239574165352,7.093155917316682,4596.47509765625,265.4110107421875,0.16099999845027924,train
1757,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,161,fcc,128,-573096.9435837677,-4477.3198717481855,907.9239574165352,7.093155917316682,4477.84130859375,265.55902099609375,0.16200000047683716,train
1758,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,162,fcc,128,-573096.1576484621,-4477.31373162861,907.9239574165352,7.093155917316682,4622.259765625,266.0600280761719,0.16300000250339508,train
1759,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,163,fcc,128,-573095.213517859,-4477.306355608273,907.9239574165352,7.093155917316682,4547.93505859375,266.9209899902344,0.164000004529953,train
1760,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,164,fcc,128,-573094.0695250679,-4477.297418164593,907.9239574165352,7.093155917316682,4620.70751953125,266.67901611328125,0.16500000655651093,train
1761,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,165,fcc,128,-573092.7691148352,-4477.28725870965,907.9239574165352,7.093155917316682,4663.3154296875,267.0260009765625,0.16599999368190765,train
1762,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,166,fcc,128,-573091.3728818836,-4477.276350639716,907.9239574165352,7.093155917316682,4458.87109375,268.0060119628906,0.16699999570846558,train
1763,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,167,fcc,128,-573089.9535791189,-4477.265262336867,907.9239574165352,7.093155917316682,4364.43408203125,268.4410095214844,0.1679999977350235,train
1764,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,168,fcc,128,-573088.5517512345,-4477.254310556519,907.9239574165352,7.093155917316682,4231.6787109375,268.9440002441406,0.16899999976158142,train
1765,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,169,fcc,128,-573087.2260714202,-4477.243953682971,907.9239574165352,7.093155917316682,4210.732421875,269.8370056152344,0.17000000178813934,val
1766,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,170,fcc,128,-573085.9578556587,-4477.234045747334,907.9239574165352,7.093155917316682,4256.3779296875,269.4720153808594,0.17100000381469727,train
1767,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,171,fcc,128,-573084.8733066845,-4477.225572708473,907.9239574165352,7.093155917316682,4052.255615234375,270.3169860839844,0.1720000058412552,test
1768,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,172,fcc,128,-573083.9314630624,-4477.218214555175,907.9239574165352,7.093155917316682,4153.7158203125,270.8780212402344,0.17299999296665192,train
1769,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,173,fcc,128,-573083.1905903561,-4477.212426487157,907.9239574165352,7.093155917316682,4221.73291015625,271.2860107421875,0.17399999499320984,train
1770,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,174,fcc,128,-573082.5898822749,-4477.207733455272,907.9239574165352,7.093155917316682,4430.32958984375,271.218994140625,0.17499999701976776,train
1771,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,175,fcc,128,-573082.1634765905,-4477.2044021608635,907.9239574165352,7.093155917316682,4569.646484375,271.2110290527344,0.17599999904632568,train
1772,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,176,fcc,128,-573081.9160665872,-4477.2024692702125,907.9239574165352,7.093155917316682,4510.216796875,271.531005859375,0.1770000010728836,train
1773,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,177,fcc,128,-573081.8914140238,-4477.202276672061,907.9239574165352,7.093155917316682,4499.6396484375,271.3389892578125,0.17800000309944153,train
1774,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,178,fcc,128,-573082.022246912,-4477.203298804,907.9239574165352,7.093155917316682,4718.3486328125,271.54400634765625,0.17900000512599945,train
1775,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,179,fcc,128,-573082.299481683,-4477.205464700648,907.9239574165352,7.093155917316682,4809.40234375,271.3379821777344,0.18000000715255737,train
1776,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,180,fcc,128,-573082.6577491042,-4477.2082636648765,907.9239574165352,7.093155917316682,4816.56201171875,271.1139831542969,0.1809999942779541,train
1777,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,181,fcc,128,-573083.0752754412,-4477.211525589384,907.9239574165352,7.093155917316682,4921.73779296875,270.72900390625,0.18199999630451202,test
1778,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,182,fcc,128,-573083.4582434538,-4477.2145175269825,907.9239574165352,7.093155917316682,5089.85302734375,271.0360107421875,0.18299999833106995,train
1779,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,183,fcc,128,-573083.7715675975,-4477.216965371856,907.9239574165352,7.093155917316682,5125.7294921875,270.5870056152344,0.18400000035762787,train
1780,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,184,fcc,128,-573083.9595633083,-4477.218434088346,907.9239574165352,7.093155917316682,5034.14990234375,270.8470153808594,0.1850000023841858,train
1781,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,185,fcc,128,-573083.9978215647,-4477.218732980974,907.9239574165352,7.093155917316682,5248.931640625,270.2870178222656,0.1860000044107437,train
1782,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,186,fcc,128,-573083.8150788759,-4477.217305303718,907.9239574165352,7.093155917316682,5264.1689453125,270.9530029296875,0.18700000643730164,train
1783,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,187,fcc,128,-573083.4211401847,-4477.214227657693,907.9239574165352,7.093155917316682,5347.96630859375,270.63201904296875,0.18799999356269836,train
1784,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,188,fcc,128,-573082.7847922627,-4477.209256189552,907.9239574165352,7.093155917316682,5340.2001953125,271.4570007324219,0.1889999955892563,train
1785,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,189,fcc,128,-573082.0112824922,-4477.20321314447,907.9239574165352,7.093155917316682,5152.955078125,272.05902099609375,0.1899999976158142,train
1786,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,190,fcc,128,-573081.1315351169,-4477.196340118101,907.9239574165352,7.093155917316682,5056.443359375,271.3520202636719,0.19099999964237213,train
1787,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,191,fcc,128,-573080.2043335333,-4477.189096355729,907.9239574165352,7.093155917316682,5140.41943359375,270.59600830078125,0.19200000166893005,train
1788,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,192,fcc,128,-573079.2616104392,-4477.181731331556,907.9239574165352,7.093155917316682,5099.96875,272.9639892578125,0.19300000369548798,train
1789,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,193,fcc,128,-573078.4397029057,-4477.175310178951,907.9239574165352,7.093155917316682,4936.9375,273.0110168457031,0.1940000057220459,train
1790,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,194,fcc,128,-573077.7616029213,-4477.170012522823,907.9239574165352,7.093155917316682,4873.47216796875,273.14801025390625,0.19499999284744263,train
1791,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,195,fcc,128,-573077.300600953,-4477.166410944946,907.9239574165352,7.093155917316682,4912.89599609375,273.4020080566406,0.19599999487400055,train
1792,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,196,fcc,128,-573077.0381778838,-4477.1643607647175,907.9239574165352,7.093155917316682,5002.91748046875,272.8689880371094,0.19699999690055847,train
1793,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,197,fcc,128,-573076.9998748647,-4477.1640615223805,907.9239574165352,7.093155917316682,5126.8154296875,273.0220031738281,0.1979999989271164,train
1794,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,198,fcc,128,-573077.1695861567,-4477.165387391849,907.9239574165352,7.093155917316682,5058.4482421875,272.8050231933594,0.19900000095367432,train
1795,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,199,fcc,128,-573077.5785825404,-4477.168582676097,907.9239574165352,7.093155917316682,4990.220703125,272.8489990234375,0.20000000298023224,train
1796,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,200,fcc,128,-573078.1701432423,-4477.173204244081,907.9239574165352,7.093155917316682,4979.23388671875,272.61700439453125,0.20100000500679016,train
1797,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,201,fcc,128,-573078.9450243305,-4477.179258002582,907.9239574165352,7.093155917316682,4905.64697265625,272.2590026855469,0.20200000703334808,train
1798,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,202,fcc,128,-573079.8541723839,-4477.186360721749,907.9239574165352,7.093155917316682,4691.75830078125,272.2669982910156,0.2029999941587448,train
1799,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,203,fcc,128,-573080.9195713452,-4477.194684151134,907.9239574165352,7.093155917316682,4508.75927734375,271.8470153808594,0.20399999618530273,train
1800,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,204,fcc,128,-573082.0753330608,-4477.203713539538,907.9239574165352,7.093155917316682,4807.33544921875,271.4100036621094,0.20499999821186066,train
1801,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,205,fcc,128,-573083.247364328,-4477.212870033813,907.9239574165352,7.093155917316682,4980.3935546875,270.77801513671875,0.20600000023841858,train
1802,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,206,fcc,128,-573084.3491691304,-4477.2214778838315,907.9239574165352,7.093155917316682,5001.3916015625,270.65301513671875,0.2070000022649765,train
1803,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,207,fcc,128,-573085.3891827258,-4477.229602990045,907.9239574165352,7.093155917316682,4968.408203125,270.58001708984375,0.20800000429153442,train
1804,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,208,fcc,128,-573086.344159243,-4477.237063744086,907.9239574165352,7.093155917316682,5016.5859375,269.2760009765625,0.20900000631809235,test
1805,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,209,fcc,128,-573087.2486586394,-4477.24413014562,907.9239574165352,7.093155917316682,4887.3408203125,269.0760192871094,0.20999999344348907,train
1806,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,210,fcc,128,-573088.1048346958,-4477.250819021061,907.9239574165352,7.093155917316682,4900.474609375,268.7510070800781,0.210999995470047,train
1807,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,211,fcc,128,-573088.9432433498,-4477.25736908867,907.9239574165352,7.093155917316682,4952.95947265625,268.3070068359375,0.21199999749660492,train
1808,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,212,fcc,128,-573089.7263202354,-4477.263486876839,907.9239574165352,7.093155917316682,5047.16064453125,268.7560119628906,0.21299999952316284,train
1809,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,213,fcc,128,-573090.4907714716,-4477.269459152122,907.9239574165352,7.093155917316682,4835.7548828125,268.1000061035156,0.21400000154972076,train
1810,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,214,fcc,128,-573091.2579038456,-4477.275452373794,907.9239574165352,7.093155917316682,4600.96630859375,268.0149841308594,0.2150000035762787,train
1811,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,215,fcc,128,-573092.0726419953,-4477.281817515588,907.9239574165352,7.093155917316682,4720.00390625,267.8360290527344,0.2160000056028366,test
1812,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,216,fcc,128,-573092.8616632081,-4477.287981743813,907.9239574165352,7.093155917316682,4885.97705078125,267.0899963378906,0.21699999272823334,train
1813,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,217,fcc,128,-573093.6177321129,-4477.293888532132,907.9239574165352,7.093155917316682,4893.064453125,266.6139831542969,0.21799999475479126,train
1814,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,218,fcc,128,-573094.3021482681,-4477.2992355333445,907.9239574165352,7.093155917316682,4952.9638671875,266.6780090332031,0.21899999678134918,train
1815,/Users/dajuarez4/Documents/Fe/dataset/fcc/non-mag/3.05_5000K.npz,3.05_5000K.npz,219,fcc,128,-573094.935508516,-4477.3041836602815,907.9239574165352,7.093155917316682,4982.2724609375,266.22900390625,0.2199999988079071,train
